Latitude,Longitude,Cluster
36.047598,-80.239341,579
36.171244,-80.277212,349
36.1059364934767,-80.2587788528864,1118
36.0407795625797,-80.2159658983877,85
36.061589,-80.311819,335
36.068015,-80.285604,-1
36.009625,-80.262499,-1
36.2010007,-80.2833275,25
36.0501157011404,-80.2502486228774,527
36.12227,-80.220998,-1
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.115186,-80.241164,1328
36.0943202182096,-80.2710298950326,1081
36.1777058809524,-80.3100082142857,89
36.066588,-80.251742,525
36.027742,-80.263214,181
36.069792,-80.297193,283
36.078456,-80.25991,650
36.142806,-80.298246,371
36.124315,-80.187973,117
36.0991461632653,-80.2522116734694,1406
36.053305,-80.215237,665
36.142691,-80.297909,370
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.0990155714286,-80.2532951428571,1405
36.0769725,-80.3025498,536
36.108425,-80.252045,1089
36.0859943,-80.2449371,858
36.09651,-80.242718,1434
36.0664595454546,-80.2065378787879,-1
36.0692012,-80.2973924,284
36.041533,-80.256653,-1
36.104154,-80.230087,1174
36.17271825,-80.2648705,227
36.099555,-80.248154,1432
36.0769944489796,-80.2736506326531,614
36.105975,-80.260878,1088
36.070797,-80.153789,-1
36.150568,-80.274778,711
36.099272,-80.247014,1395
36.0990155714286,-80.2532951428571,1405
36.09651,-80.242718,1434
36.0778817,-80.2262459,871
36.027742,-80.263214,181
36.053721,-80.257649,-1
36.1013878367347,-80.228759122449,1238
36.09651,-80.242718,1434
36.10576,-80.205543,524
36.1860095844169,-80.2628647187079,26
36.063949,-80.316011,343
36.136641,-80.247028,-1
36.09651,-80.242718,1434
36.073004,-80.178191,588
36.0998131,-80.2440518,1375
36.061563,-80.349069,120
36.09651,-80.242718,1434
36.065673,-80.178445,-1
36.0200309294378,-80.2562923004842,113
36.09651,-80.242718,1434
36.105975,-80.260878,1088
36.139029,-80.282551,365
36.0792093161532,-80.2247480322975,889
36.0792093161532,-80.2247480322975,889
36.0792093161532,-80.2247480322975,889
36.106909,-80.226339,1207
36.0720567021366,-80.3037489912703,546
36.068235,-80.3032388,257
36.1695977936107,-80.2927959910168,490
36.157311,-80.251467,358
36.0619484081633,-80.2228065510204,816
36.083061,-80.328794,287
36.066775,-80.218838,915
36.1500061781787,-80.2440980677092,481
36.09651,-80.242718,1434
36.0647657252668,-80.3053120449406,328
36.068721122449,-80.2078643673469,946
36.09651,-80.242718,1434
36.1500061781787,-80.2440980677092,481
36.06721,-80.31996,318
36.148552,-80.226336,621
36.121657,-80.24402,1145
36.121657,-80.24402,1145
36.188438,-80.277755,51
36.097969,-80.248767,1463
36.097969,-80.248767,1463
36.1073050011294,-80.2669905117694,547
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.1917571281901,-80.2784244257259,38
36.127367,-80.210999,-1
36.168761,-80.285982,452
36.0696056464646,-80.3401606969697,306
36.099842,-80.245251,1461
36.098389,-80.24591,1491
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.1659514341801,-80.3069456797537,174
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.0300064731146,-80.2618456125504,-1
36.027742,-80.263214,181
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.07346,-80.189423,-1
36.1519696976744,-80.2928884651163,669
36.0985842157991,-80.2095236207178,843
36.0747435896522,-80.3369473376764,412
36.105975,-80.260878,1088
36.1477597772682,-80.2523273763957,462
36.09651,-80.242718,1434
36.0477992983934,-80.2929549261774,151
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.0778850663463,-80.1748795063298,597
36.0721761,-80.2967021,274
36.09651,-80.242718,1434
36.066682,-80.21983,914
36.102168,-80.2077,-1
36.119529,-80.25573,1289
36.105975,-80.260878,1088
36.1528597456009,-80.2632944256372,-1
36.18006265,-80.2778819457842,220
36.169152,-80.282724,446
36.1162007468437,-80.209006876,784
36.09651,-80.242718,1434
36.193135,-80.279361,37
36.077954,-80.2376778,885
36.1442885864049,-80.299809271757,380
36.065454,-80.276826,264
36.099582,-80.2298207142857,1193
36.1117073333333,-80.2253792469136,966
36.109472,-80.214409,926
36.06783,-80.219815,986
36.150043383634,-80.2441078007819,482
36.027742,-80.263214,181
36.105576,-80.222395,1292
36.092722,-80.26415,1268
36.0982022722477,-80.2344248752119,1153
36.072625,-80.338399,305
36.0645708828866,-80.2122380521467,952
36.1075,-80.146174,17
36.051607,-80.274892,-1
36.1282553265306,-80.2042934489796,241
36.09651,-80.242718,1434
36.0982572,-80.2538157,1335
36.0982572,-80.2538157,1335
36.072625,-80.338399,305
36.0998131,-80.2440518,1375
36.0424698,-80.230568,510
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.1688930353138,-80.2609049929505,233
36.1688930353138,-80.2609049929505,233
36.064604,-80.313357,-1
36.102184,-80.228487,1308
36.0526585714286,-80.2222741428571,-1
36.072625,-80.338399,305
36.0647657252668,-80.3053120449406,328
36.0857262431783,-80.1461632131926,-1
36.114769,-80.23452,1019
36.114769,-80.23452,1019
36.09651,-80.242718,1434
36.1220465693864,-80.3796299730712,1
36.1702166769409,-80.3225793763404,430
36.09651,-80.242718,1434
36.053417,-80.231894,-1
36.09651,-80.242718,1434
36.029668,-80.261939,191
36.072625,-80.338399,305
36.069671,-80.238788,848
36.069792,-80.297193,283
36.146544,-80.24426,544
36.117551,-80.237872,788
36.142631,-80.244051,-1
36.09651,-80.242718,1434
36.142631,-80.244051,-1
36.09651,-80.242718,1434
36.029668,-80.261939,191
36.029668,-80.261939,191
36.072625,-80.338399,305
36.0664774693878,-80.2096233061224,-1
36.0990155714286,-80.2532951428571,1405
36.099297,-80.24747,1396
36.099297,-80.24747,1396
36.062812,-80.301721,361
36.027742,-80.263214,181
36.027742,-80.263214,181
36.027742,-80.263214,181
36.053024,-80.231089,-1
36.169152,-80.282724,446
36.098965,-80.253776,1394
36.076005,-80.296537,518
36.121657,-80.24402,1145
36.027742,-80.263214,181
36.027742,-80.263214,181
36.1674905,-80.2838875,421
36.0499188028578,-80.249958721228,527
36.118067,-80.224293,821
36.105975,-80.260878,1088
36.1300179387755,-80.242099877551,1059
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.105975,-80.260878,1088
36.095849,-80.247516,1356
36.027742,-80.263214,181
36.09651,-80.242718,1434
36.151335,-80.274061,725
36.151335,-80.274061,725
36.115186,-80.241164,1328
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.102139,-80.157537,76
36.09651,-80.242718,1434
36.0998808,-80.2451447,1461
36.112456,-80.243858,1438
36.1008624929304,-80.250596151647,1197
36.105975,-80.260878,1088
36.072671,-80.195671,602
36.09651,-80.242718,1434
36.114524,-80.234315,1008
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.106276,-80.23292,1144
36.09651,-80.242718,1434
36.096392,-80.243757,1411
36.1119871039741,-80.2474424865989,1205
36.0964196,-80.2429677,-1
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.1449617021277,-80.2548717659575,757
35.970017,-80.161942,0
36.1898527989851,-80.2743032392171,65
36.072625,-80.338399,305
36.0487994855009,-80.3265724413342,205
36.087291,-80.328343,203
36.0591394285714,-80.221246,663
36.0584403,-80.2245408,672
36.11342,-80.230478,-1
36.11342,-80.230478,-1
36.095842,-80.252208,1342
36.077169,-80.321758,449
36.1110896136773,-80.2580235938486,813
36.137160118653,-80.240956860848,828
36.072187,-80.182082,588
36.060696,-80.24009,683
36.061684,-80.229407,817
36.1389436234778,-80.2383988725115,775
36.0647366357905,-80.305084869983,329
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.0835224918698,-80.2464961154821,893
36.1882370408163,-80.277774122449,50
36.0693461836735,-80.2213419591837,-1
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.089488,-80.269155,912
36.09651,-80.242718,1434
36.105975,-80.260878,1088
36.169519,-80.306469,-1
36.117118,-80.230316,898
36.0771682835546,-80.3204100545362,-1
36.077517,-80.220001,-1
36.0679500816327,-80.2191124693878,961
36.0530688136426,-80.2565451998126,565
36.143137,-80.268756,566
36.0500806505343,-80.2272244800187,-1
36.0792381956976,-80.3028574839925,511
36.0968419265605,-80.221014030965,-1
36.1110896136773,-80.2580235938486,813
36.0986508,-80.2365554,1151
36.056264,-80.210071,642
36.0746417665478,-80.3370248389794,412
36.1312504,-80.211066,215
36.09651,-80.242718,1434
36.063705,-80.27391,268
36.097778,-80.249735,1437
36.027742,-80.263214,181
36.09651,-80.242718,1434
36.105975,-80.260878,1088
36.1561764,-80.2500809,334
36.09651,-80.242718,1434
36.0670977,-80.2984843,-1
36.1882370408163,-80.277774122449,50
36.1882370408163,-80.277774122449,50
36.1719070833333,-80.3096418333333,457
36.076005,-80.296537,518
36.105975,-80.260878,1088
36.083147,-80.270005,681
36.0998131,-80.2440518,1375
36.105975,-80.260878,1088
36.042159,-80.230681,510
36.080773,-80.24417,865
36.1675036407002,-80.2818237339858,480
36.1069963877551,-80.2224049387755,1103
36.121657,-80.24402,1145
36.09651,-80.242718,1434
36.1688930353138,-80.2609049929505,233
36.1092984482759,-80.2304696896552,1173
36.0990155714286,-80.2532951428571,1405
36.0530688136426,-80.2565451998126,565
36.09651,-80.242718,1434
36.111522,-80.241745,1359
36.09651,-80.242718,1434
36.0668976436765,-80.2218462169398,936
36.1882370408163,-80.277774122449,50
36.188438,-80.277755,51
36.188438,-80.277755,51
36.09651,-80.242718,1434
36.169763,-80.29034,505
36.096152,-80.127846,88
36.105975,-80.260878,1088
36.1635259265844,-80.2794489822858,444
36.0979984897959,-80.231008,1152
36.09651,-80.242718,1434
36.099842,-80.245251,1461
36.098544,-80.244973,1489
36.0485822995507,-80.2285846709059,517
36.096274,-80.244634,1391
36.09651,-80.242718,1434
36.1464972344753,-80.2690978587825,735
36.0767253377441,-80.1805625872721,618
36.0767253377441,-80.1805625872721,618
36.0985398571429,-80.255825122449,1348
36.112748,-80.257134,1126
36.095213,-80.257688,1285
36.052223,-80.255753,565
36.0955607458649,-80.2225797170521,1234
36.076005,-80.296537,518
36.15662836,-80.33433228,364
36.15662836,-80.33433228,364
36.1178139731544,-80.2579964832215,1203
36.09651,-80.242718,1434
36.0965462652912,-80.228440139623,1260
36.0973666190476,-80.2288299642857,-1
36.0965462652912,-80.228440139623,1260
36.096274,-80.244634,1391
36.016243,-80.233147,-1
36.09651,-80.242718,1434
36.0989532857143,-80.130527,-1
36.09651,-80.242718,1434
36.027742,-80.263214,181
36.1898527989851,-80.2743032392171,65
36.119529,-80.25573,1289
36.119529,-80.25573,1289
36.0613685306122,-80.2144095510204,-1
36.057323,-80.222385,670
36.069091,-80.320573,299
36.09651,-80.242718,1434
36.119529,-80.25573,1289
36.095739,-80.248392,1356
36.1335922235283,-80.2421459403101,1071
36.10193,-80.204751,908
36.193135,-80.279361,37
36.105975,-80.260878,1088
36.106693,-80.229953,1196
36.115263,-80.234536,928
36.105975,-80.260878,1088
36.100025593444,-80.2540081046877,1254
36.09651,-80.242718,1434
36.1898527989851,-80.2743032392171,65
36.100942,-80.249999,1178
36.105975,-80.260878,1088
36.096834,-80.248592,1376
36.0919091271243,-80.2590575635622,1245
36.124807,-80.228011,-1
36.123282,-80.221650105823,460
36.091796,-80.24758,935
36.09249,-80.24698,941
36.0777806271242,-80.2439249219562,855
36.170981,-80.263307,235
36.1898527989851,-80.2743032392171,65
36.1507501918085,-80.2723818156403,712
36.1771667,-80.2801417,225
36.1898527989851,-80.2743032392171,65
36.1898527989851,-80.2743032392171,65
36.067491,-80.215326,-1
36.061563,-80.349069,120
36.088119,-80.255934,1024
36.16187,-80.325332,465
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.0905283151452,-80.2723446471357,927
36.1303178401828,-80.2457486656901,1054
36.1303178401828,-80.2457486656901,1054
36.152374,-80.282181,706
36.152374,-80.282181,706
36.069437,-80.2228461632653,1005
36.1389436234778,-80.2383988725115,775
36.09651,-80.242718,1434
36.105975,-80.260878,1088
36.152374,-80.282181,706
36.09651,-80.242718,1434
36.027742,-80.263214,181
36.027742,-80.263214,181
36.0871483914855,-80.2064571065815,185
36.0959318036469,-80.2771896933027,1068
36.048294,-80.199413,-1
36.027742,-80.263214,181
36.109359,-80.202363,168
36.0791694277532,-80.3329568191083,434
36.0781897954371,-80.3353232622964,426
36.112988,-80.22252,787
36.112988,-80.22252,787
36.1882370408163,-80.277774122449,50
36.09651,-80.242718,1434
36.0387998636578,-80.203466180798,84
36.102983248809,-80.2245274660001,-1
36.047598,-80.239341,579
36.111522,-80.241745,1359
36.09651,-80.242718,1434
36.0498653144943,-80.2618252166367,552
36.0707663061225,-80.2135027346939,803
36.091282,-80.282414,959
36.0498653144943,-80.2618252166367,552
36.09651,-80.242718,1434
36.0498653144943,-80.2618252166367,552
36.09651,-80.242718,1434
36.1023181666667,-80.2270628333333,1339
36.1023181666667,-80.2270628333333,1339
36.069695,-80.224302,988
36.100299,-80.22336,1206
36.104863,-80.229218,1133
36.145663,-80.200519,211
36.1022701,-80.2286359,1309
36.064565,-80.332467,256
36.064565,-80.332467,256
36.098663,-80.228582,1214
36.100349,-80.228574,1263
36.0597858372093,-80.3099427441861,316
36.189533,-80.276932,55
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.1365199,-80.2468499,798
36.1354313226121,-80.2421938404174,-1
36.13946,-80.277968,365
36.1140139387755,-80.2345234285714,967
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.1278145260784,-80.3150474592392,178
36.09651,-80.242718,1434
36.0990155714286,-80.2532951428571,1405
36.080445,-80.2011825190535,279
36.076005,-80.296537,518
36.144322,-80.253996,-1
36.134677,-80.245005,780
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.0746116734694,-80.1758664693878,580
36.105975,-80.260878,1088
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.1898527989851,-80.2743032392171,65
36.066574,-80.291658,262
36.071374,-80.112267,9
36.09651,-80.242718,1434
36.183285,-80.274554,27
36.100942,-80.249999,1178
36.09651,-80.242718,1434
36.043066,-80.35862,71
36.0697150521723,-80.3141661836179,260
36.09651,-80.242718,1434
36.121567,-80.245834,1125
36.0797323963505,-80.2649279100101,-1
36.0603002030834,-80.3381623803328,218
36.0923590862017,-80.3397189656666,77
36.1581093103448,-80.2086428275862,487
36.09651,-80.242718,1434
36.0882604,-80.2116217,184
36.087576,-80.221362,188
36.098198,-80.23243,1153
36.1007649147356,-80.2085025979937,-1
36.09651,-80.242718,1434
36.1001216119503,-80.2051873409111,843
36.104708755102,-80.2308765510204,1182
36.100213,-80.253187,1254
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.065904,-80.313713,311
36.174674,-80.271452,221
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.104121,-80.248148,1353
36.1185704,-80.241148,1331
36.0448140610285,-80.2854521946268,-1
36.09651,-80.242718,1434
36.100791,-80.154807,76
36.114635,-80.255881,-1
36.104154,-80.230087,1174
36.1351296614028,-80.2421352687123,796
36.09651,-80.242718,1434
36.1127535,-80.3045257,136
36.1590151641265,-80.2136432545833,486
36.086265752067,-80.2968945090561,504
36.171938,-80.311417,457
36.098058877551,-80.2472319387755,1487
36.09651,-80.242718,1434
36.062812,-80.301721,361
36.063207,-80.300633,-1
36.1025148,-80.2271921,1303
36.0511494489796,-80.2225437959184,676
36.1484769387755,-80.2322047959184,622
36.0945471020408,-80.2432218367347,1347
36.1898527989851,-80.2743032392171,65
36.19464,-80.254642,23
36.0546524584694,-80.2901917338177,155
36.0548469977349,-80.2941684838841,155
36.099272,-80.247014,1395
36.099272,-80.247014,1395
36.0638246321709,-80.1987320470188,-1
36.121657,-80.24402,1145
36.098313862069,-80.2465045862069,1476
36.0584403,-80.2245408,672
36.09651,-80.242718,1434
36.104121,-80.248148,1353
36.1266047474747,-80.2455186464647,-1
36.105975,-80.260878,1088
36.0814867,-80.2273268,-1
36.0835653416839,-80.1523570228522,92
36.0835653416839,-80.1523570228522,92
36.076527,-80.183244,604
36.117551,-80.237872,788
36.105975,-80.260878,1088
36.1239011428571,-80.2420578571429,-1
36.09651,-80.242718,1434
36.16621997596,-80.3223847463489,425
36.0778411,-80.2270577,870
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.098327,-80.245744,1475
36.0648404604296,-80.1996324168138,702
36.0778850663463,-80.1748795063298,597
36.1107941,-80.2477448,-1
36.113198,-80.221977,787
36.124217,-80.233122,1149
36.0692970118661,-80.3128823323926,261
36.120334,-80.239466,1100
36.127461,-80.33559,-1
36.118601,-80.210096,789
36.040786,-80.202717,83
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.141478,-80.263922,731
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.068986,-80.213735,985
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.1495164025381,-80.2259940811598,661
36.105975,-80.260878,1088
36.105975,-80.260878,1088
36.1898527989851,-80.2743032392171,65
36.029668,-80.261939,191
36.105975,-80.260878,1088
36.0632985306122,-80.2248527959184,795
36.048859,-80.311325,130
36.098168,-80.247759,1465
36.098168,-80.247759,1465
36.1340435,-80.263948,72
36.130878,-80.243287,1087
36.1306517594554,-80.2415712001213,1093
36.1450852244898,-80.2547320408163,754
36.1450852244898,-80.2547320408163,754
36.1006790909091,-80.2265975454545,1304
36.114303,-80.241205,1423
36.1340435,-80.263948,72
36.1006790909091,-80.2265975454545,1304
36.1006790909091,-80.2265975454545,1304
36.0998131,-80.2440518,1375
36.1006790909091,-80.2265975454545,1304
36.1006790909091,-80.2265975454545,1304
36.1006790909091,-80.2265975454545,1304
36.1006790909091,-80.2265975454545,1304
36.1006790909091,-80.2265975454545,1304
36.031051,-80.313039,74
36.0678675953674,-80.3359241903227,291
36.09651,-80.242718,1434
36.1301694328348,-80.2789629158415,-1
36.0998131,-80.2440518,1375
36.098327,-80.245744,1475
36.098327,-80.245744,1475
36.027742,-80.263214,181
36.066682,-80.21983,914
36.1312504,-80.211066,215
36.1312504,-80.211066,215
36.16187,-80.325332,465
36.1022726119951,-80.224442206548,1228
36.0455254719098,-80.1362927114602,13
36.0998131,-80.2440518,1375
36.012666,-80.264547,66
36.092609,-80.339764,77
36.067173,-80.211316,888
36.112202,-80.250645,1316
36.0632985306122,-80.2248527959184,795
36.111479,-80.212062,896
36.1155715964969,-80.2345512518862,-1
36.1300179387755,-80.242099877551,1059
36.113594,-80.21059,746
36.0998131,-80.2440518,1375
36.0674303877551,-80.2330447346939,-1
36.1162222,-80.2287459,879
36.148429,-80.27017,-1
36.027742,-80.263214,181
36.027742,-80.263214,181
36.0998131,-80.2440518,1375
36.100292,-80.247247,1397
36.123174,-80.243549,1109
36.118824,-80.233693,810
36.0779236646273,-80.2263460086365,871
36.150043383634,-80.2441078007819,482
36.16187,-80.325332,465
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.1162007468437,-80.209006876,784
36.0990345918367,-80.2517698163265,1408
36.027742,-80.263214,181
36.165457,-80.27905,-1
36.180535,-80.271891,-1
36.0693484,-80.3392091,302
36.0041050896234,-80.2237690466195,5
36.1411297959184,-80.2351229795918,-1
36.0747664618398,-80.2555724007193,677
36.1070327755102,-80.222608877551,1103
36.0783357604879,-80.2405567682331,875
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.115793,-80.24732,1401
36.067425,-80.321478,318
36.065904,-80.313713,311
36.116826,-80.314105,149
36.068235,-80.3032388,257
36.066076,-80.17907,144
36.09651,-80.242718,1434
36.09651,-80.242718,1434
36.0745925041751,-80.1921580486818,-1
36.09651,-80.242718,1434
36.139837,-80.337229,-1
36.0998940012981,-80.292224618642,-1
36.089488,-80.269155,912
36.029793,-80.26184,191
36.096834,-80.248592,1376
36.1049846491901,-80.2194505362319,1242
36.089488,-80.269155,912
36.105975,-80.260878,1088
36.1534572890119,-80.3415129600365,-1
36.0678675953674,-80.3359241903227,291
36.117208,-80.271832,123
36.1129991020408,-80.2141324081633,-1
36.0693485714286,-80.2191201428571,996
36.105975,-80.260878,1088
36.0937274141414,-80.2299057878788,633
36.105045,-80.231252,1181
